region_code,time,load_GW
AK,2023-01-01 00:00:00,0.2
AK,2023-01-01 01:00:00,0.2
AK,2023-01-01 02:00:00,0.2
AK,2023-01-01 03:00:00,0.2
AK,2023-01-01 04:00:00,0.2
AK,2023-01-01 05:00:00,0.2
AK,2023-01-01 06:00:00,0.2
AK,2023-01-01 07:00:00,0.2
AK,2023-01-01 08:00:00,0.2
AK,2023-01-01 09:00:00,0.2
AK,2023-01-01 10:00:00,0.2
AK,2023-01-01 11:00:00,0.2
AK,2023-01-01 12:00:00,0.2
AK,2023-01-01 13:00:00,0.2
AK,2023-01-01 14:00:00,0.2
AK,2023-01-01 15:00:00,0.2
AK,2023-01-01 16:00:00,0.2
AK,2023-01-01 17:00:00,0.2
AK,2023-01-01 18:00:00,0.2
AK,2023-01-01 19:00:00,0.2
AK,2023-01-01 20:00:00,0.2
AK,2023-01-01 21:00:00,0.2
AK,2023-01-01 22:00:00,0.2
AK,2023-01-01 23:00:00,0.2
AL,2023-01-01 00:00:00,0.6
AL,2023-01-01 01:00:00,0.6
AL,2023-01-01 02:00:00,0.6
AL,2023-01-01 03:00:00,0.6
AL,2023-01-01 04:00:00,0.6
AL,2023-01-01 05:00:00,0.6
AL,2023-01-01 06:00:00,0.6
AL,2023-01-01 07:00:00,0.6
AL,2023-01-01 08:00:00,0.6
AL,2023-01-01 09:00:00,0.6
AL,2023-01-01 10:00:00,0.6
AL,2023-01-01 11:00:00,0.6
AL,2023-01-01 12:00:00,0.6
AL,2023-01-01 13:00:00,0.6
AL,2023-01-01 14:00:00,0.6
AL,2023-01-01 15:00:00,0.6
AL,2023-01-01 16:00:00,0.6
AL,2023-01-01 17:00:00,0.6
AL,2023-01-01 18:00:00,0.6
AL,2023-01-01 19:00:00,0.6
AL,2023-01-01 20:00:00,0.6
AL,2023-01-01 21:00:00,0.6
AL,2023-01-01 22:00:00,0.6
AL,2023-01-01 23:00:00,0.6
AR,2023-01-01 00:00:00,0.0
AR,2023-01-01 01:00:00,0.0
AR,2023-01-01 02:00:00,0.0
AR,2023-01-01 03:00:00,0.0
AR,2023-01-01 04:00:00,0.0
AR,2023-01-01 05:00:00,0.0
AR,2023-01-01 06:00:00,0.0
AR,2023-01-01 07:00:00,0.0
AR,2023-01-01 08:00:00,0.0
AR,2023-01-01 09:00:00,0.0
AR,2023-01-01 10:00:00,0.0
AR,2023-01-01 11:00:00,0.0
AR,2023-01-01 12:00:00,0.0
AR,2023-01-01 13:00:00,0.0
AR,2023-01-01 14:00:00,0.0
AR,2023-01-01 15:00:00,0.0
AR,2023-01-01 16:00:00,0.0
AR,2023-01-01 17:00:00,0.0
AR,2023-01-01 18:00:00,0.0
AR,2023-01-01 19:00:00,0.0
AR,2023-01-01 20:00:00,0.0
AR,2023-01-01 21:00:00,0.0
AR,2023-01-01 22:00:00,0.0
AR,2023-01-01 23:00:00,0.0
AZ,2023-01-01 00:00:00,0.5
AZ,2023-01-01 01:00:00,0.5
AZ,2023-01-01 02:00:00,0.5
AZ,2023-01-01 03:00:00,0.5
AZ,2023-01-01 04:00:00,0.5
AZ,2023-01-01 05:00:00,0.5
AZ,2023-01-01 06:00:00,0.5
AZ,2023-01-01 07:00:00,0.5
AZ,2023-01-01 08:00:00,0.5
AZ,2023-01-01 09:00:00,0.5
AZ,2023-01-01 10:00:00,0.5
AZ,2023-01-01 11:00:00,0.5
AZ,2023-01-01 12:00:00,0.5
AZ,2023-01-01 13:00:00,0.5
AZ,2023-01-01 14:00:00,0.5
AZ,2023-01-01 15:00:00,0.5
AZ,2023-01-01 16:00:00,0.5
AZ,2023-01-01 17:00:00,0.5
AZ,2023-01-01 18:00:00,0.5
AZ,2023-01-01 19:00:00,0.5
AZ,2023-01-01 20:00:00,0.5
AZ,2023-01-01 21:00:00,0.5
AZ,2023-01-01 22:00:00,0.5
AZ,2023-01-01 23:00:00,0.5
CA,2023-01-01 00:00:00,4.5
CA,2023-01-01 01:00:00,4.5
CA,2023-01-01 02:00:00,4.5
CA,2023-01-01 03:00:00,4.5
CA,2023-01-01 04:00:00,4.5
CA,2023-01-01 05:00:00,4.5
CA,2023-01-01 06:00:00,4.5
CA,2023-01-01 07:00:00,4.5
CA,2023-01-01 08:00:00,4.5
CA,2023-01-01 09:00:00,4.5
CA,2023-01-01 10:00:00,4.5
CA,2023-01-01 11:00:00,4.5
CA,2023-01-01 12:00:00,4.5
CA,2023-01-01 13:00:00,4.5
CA,2023-01-01 14:00:00,4.5
CA,2023-01-01 15:00:00,4.5
CA,2023-01-01 16:00:00,4.5
CA,2023-01-01 17:00:00,4.5
CA,2023-01-01 18:00:00,4.5
CA,2023-01-01 19:00:00,4.5
CA,2023-01-01 20:00:00,4.5
CA,2023-01-01 21:00:00,4.5
CA,2023-01-01 22:00:00,4.5
CA,2023-01-01 23:00:00,4.5
CO,2023-01-01 00:00:00,0.0
CO,2023-01-01 01:00:00,0.0
CO,2023-01-01 02:00:00,0.0
CO,2023-01-01 03:00:00,0.0
CO,2023-01-01 04:00:00,0.0
CO,2023-01-01 05:00:00,0.0
CO,2023-01-01 06:00:00,0.0
CO,2023-01-01 07:00:00,0.0
CO,2023-01-01 08:00:00,0.0
CO,2023-01-01 09:00:00,0.0
CO,2023-01-01 10:00:00,0.0
CO,2023-01-01 11:00:00,0.0
CO,2023-01-01 12:00:00,0.0
CO,2023-01-01 13:00:00,0.0
CO,2023-01-01 14:00:00,0.0
CO,2023-01-01 15:00:00,0.0
CO,2023-01-01 16:00:00,0.0
CO,2023-01-01 17:00:00,0.0
CO,2023-01-01 18:00:00,0.0
CO,2023-01-01 19:00:00,0.0
CO,2023-01-01 20:00:00,0.0
CO,2023-01-01 21:00:00,0.0
CO,2023-01-01 22:00:00,0.0
CO,2023-01-01 23:00:00,0.0
CT,2023-01-01 00:00:00,0.0
CT,2023-01-01 01:00:00,0.0
CT,2023-01-01 02:00:00,0.0
CT,2023-01-01 03:00:00,0.0
CT,2023-01-01 04:00:00,0.0
CT,2023-01-01 05:00:00,0.0
CT,2023-01-01 06:00:00,0.0
CT,2023-01-01 07:00:00,0.0
CT,2023-01-01 08:00:00,0.0
CT,2023-01-01 09:00:00,0.0
CT,2023-01-01 10:00:00,0.0
CT,2023-01-01 11:00:00,0.0
CT,2023-01-01 12:00:00,0.0
CT,2023-01-01 13:00:00,0.0
CT,2023-01-01 14:00:00,0.0
CT,2023-01-01 15:00:00,0.0
CT,2023-01-01 16:00:00,0.0
CT,2023-01-01 17:00:00,0.0
CT,2023-01-01 18:00:00,0.0
CT,2023-01-01 19:00:00,0.0
CT,2023-01-01 20:00:00,0.0
CT,2023-01-01 21:00:00,0.0
CT,2023-01-01 22:00:00,0.0
CT,2023-01-01 23:00:00,0.0
DE,2023-01-01 00:00:00,0.0
DE,2023-01-01 01:00:00,0.0
DE,2023-01-01 02:00:00,0.0
DE,2023-01-01 03:00:00,0.0
DE,2023-01-01 04:00:00,0.0
DE,2023-01-01 05:00:00,0.0
DE,2023-01-01 06:00:00,0.0
DE,2023-01-01 07:00:00,0.0
DE,2023-01-01 08:00:00,0.0
DE,2023-01-01 09:00:00,0.0
DE,2023-01-01 10:00:00,0.0
DE,2023-01-01 11:00:00,0.0
DE,2023-01-01 12:00:00,0.0
DE,2023-01-01 13:00:00,0.0
DE,2023-01-01 14:00:00,0.0
DE,2023-01-01 15:00:00,0.0
DE,2023-01-01 16:00:00,0.0
DE,2023-01-01 17:00:00,0.0
DE,2023-01-01 18:00:00,0.0
DE,2023-01-01 19:00:00,0.0
DE,2023-01-01 20:00:00,0.0
DE,2023-01-01 21:00:00,0.0
DE,2023-01-01 22:00:00,0.0
DE,2023-01-01 23:00:00,0.0
FL,2023-01-01 00:00:00,0.0
FL,2023-01-01 01:00:00,0.0
FL,2023-01-01 02:00:00,0.0
FL,2023-01-01 03:00:00,0.0
FL,2023-01-01 04:00:00,0.0
FL,2023-01-01 05:00:00,0.0
FL,2023-01-01 06:00:00,0.0
FL,2023-01-01 07:00:00,0.0
FL,2023-01-01 08:00:00,0.0
FL,2023-01-01 09:00:00,0.0
FL,2023-01-01 10:00:00,0.0
FL,2023-01-01 11:00:00,0.0
FL,2023-01-01 12:00:00,0.0
FL,2023-01-01 13:00:00,0.0
FL,2023-01-01 14:00:00,0.0
FL,2023-01-01 15:00:00,0.0
FL,2023-01-01 16:00:00,0.0
FL,2023-01-01 17:00:00,0.0
FL,2023-01-01 18:00:00,0.0
FL,2023-01-01 19:00:00,0.0
FL,2023-01-01 20:00:00,0.0
FL,2023-01-01 21:00:00,0.0
FL,2023-01-01 22:00:00,0.0
FL,2023-01-01 23:00:00,0.0
GA,2023-01-01 00:00:00,3.5
GA,2023-01-01 01:00:00,3.5
GA,2023-01-01 02:00:00,3.5
GA,2023-01-01 03:00:00,3.5
GA,2023-01-01 04:00:00,3.5
GA,2023-01-01 05:00:00,3.5
GA,2023-01-01 06:00:00,3.5
GA,2023-01-01 07:00:00,3.5
GA,2023-01-01 08:00:00,3.5
GA,2023-01-01 09:00:00,3.5
GA,2023-01-01 10:00:00,3.5
GA,2023-01-01 11:00:00,3.5
GA,2023-01-01 12:00:00,3.5
GA,2023-01-01 13:00:00,3.5
GA,2023-01-01 14:00:00,3.5
GA,2023-01-01 15:00:00,3.5
GA,2023-01-01 16:00:00,3.5
GA,2023-01-01 17:00:00,3.5
GA,2023-01-01 18:00:00,3.5
GA,2023-01-01 19:00:00,3.5
GA,2023-01-01 20:00:00,3.5
GA,2023-01-01 21:00:00,3.5
GA,2023-01-01 22:00:00,3.5
GA,2023-01-01 23:00:00,3.5
HI,2023-01-01 00:00:00,0.2
HI,2023-01-01 01:00:00,0.2
HI,2023-01-01 02:00:00,0.2
HI,2023-01-01 03:00:00,0.2
HI,2023-01-01 04:00:00,0.2
HI,2023-01-01 05:00:00,0.2
HI,2023-01-01 06:00:00,0.2
HI,2023-01-01 07:00:00,0.2
HI,2023-01-01 08:00:00,0.2
HI,2023-01-01 09:00:00,0.2
HI,2023-01-01 10:00:00,0.2
HI,2023-01-01 11:00:00,0.2
HI,2023-01-01 12:00:00,0.2
HI,2023-01-01 13:00:00,0.2
HI,2023-01-01 14:00:00,0.2
HI,2023-01-01 15:00:00,0.2
HI,2023-01-01 16:00:00,0.2
HI,2023-01-01 17:00:00,0.2
HI,2023-01-01 18:00:00,0.2
HI,2023-01-01 19:00:00,0.2
HI,2023-01-01 20:00:00,0.2
HI,2023-01-01 21:00:00,0.2
HI,2023-01-01 22:00:00,0.2
HI,2023-01-01 23:00:00,0.2
IA,2023-01-01 00:00:00,0.0
IA,2023-01-01 01:00:00,0.0
IA,2023-01-01 02:00:00,0.0
IA,2023-01-01 03:00:00,0.0
IA,2023-01-01 04:00:00,0.0
IA,2023-01-01 05:00:00,0.0
IA,2023-01-01 06:00:00,0.0
IA,2023-01-01 07:00:00,0.0
IA,2023-01-01 08:00:00,0.0
IA,2023-01-01 09:00:00,0.0
IA,2023-01-01 10:00:00,0.0
IA,2023-01-01 11:00:00,0.0
IA,2023-01-01 12:00:00,0.0
IA,2023-01-01 13:00:00,0.0
IA,2023-01-01 14:00:00,0.0
IA,2023-01-01 15:00:00,0.0
IA,2023-01-01 16:00:00,0.0
IA,2023-01-01 17:00:00,0.0
IA,2023-01-01 18:00:00,0.0
IA,2023-01-01 19:00:00,0.0
IA,2023-01-01 20:00:00,0.0
IA,2023-01-01 21:00:00,0.0
IA,2023-01-01 22:00:00,0.0
IA,2023-01-01 23:00:00,0.0
ID,2023-01-01 00:00:00,0.0
ID,2023-01-01 01:00:00,0.0
ID,2023-01-01 02:00:00,0.0
ID,2023-01-01 03:00:00,0.0
ID,2023-01-01 04:00:00,0.0
ID,2023-01-01 05:00:00,0.0
ID,2023-01-01 06:00:00,0.0
ID,2023-01-01 07:00:00,0.0
ID,2023-01-01 08:00:00,0.0
ID,2023-01-01 09:00:00,0.0
ID,2023-01-01 10:00:00,0.0
ID,2023-01-01 11:00:00,0.0
ID,2023-01-01 12:00:00,0.0
ID,2023-01-01 13:00:00,0.0
ID,2023-01-01 14:00:00,0.0
ID,2023-01-01 15:00:00,0.0
ID,2023-01-01 16:00:00,0.0
ID,2023-01-01 17:00:00,0.0
ID,2023-01-01 18:00:00,0.0
ID,2023-01-01 19:00:00,0.0
ID,2023-01-01 20:00:00,0.0
ID,2023-01-01 21:00:00,0.0
ID,2023-01-01 22:00:00,0.0
ID,2023-01-01 23:00:00,0.0
IL,2023-01-01 00:00:00,3.0
IL,2023-01-01 01:00:00,3.0
IL,2023-01-01 02:00:00,3.0
IL,2023-01-01 03:00:00,3.0
IL,2023-01-01 04:00:00,3.0
IL,2023-01-01 05:00:00,3.0
IL,2023-01-01 06:00:00,3.0
IL,2023-01-01 07:00:00,3.0
IL,2023-01-01 08:00:00,3.0
IL,2023-01-01 09:00:00,3.0
IL,2023-01-01 10:00:00,3.0
IL,2023-01-01 11:00:00,3.0
IL,2023-01-01 12:00:00,3.0
IL,2023-01-01 13:00:00,3.0
IL,2023-01-01 14:00:00,3.0
IL,2023-01-01 15:00:00,3.0
IL,2023-01-01 16:00:00,3.0
IL,2023-01-01 17:00:00,3.0
IL,2023-01-01 18:00:00,3.0
IL,2023-01-01 19:00:00,3.0
IL,2023-01-01 20:00:00,3.0
IL,2023-01-01 21:00:00,3.0
IL,2023-01-01 22:00:00,3.0
IL,2023-01-01 23:00:00,3.0
IN,2023-01-01 00:00:00,0.0
IN,2023-01-01 01:00:00,0.0
IN,2023-01-01 02:00:00,0.0
IN,2023-01-01 03:00:00,0.0
IN,2023-01-01 04:00:00,0.0
IN,2023-01-01 05:00:00,0.0
IN,2023-01-01 06:00:00,0.0
IN,2023-01-01 07:00:00,0.0
IN,2023-01-01 08:00:00,0.0
IN,2023-01-01 09:00:00,0.0
IN,2023-01-01 10:00:00,0.0
IN,2023-01-01 11:00:00,0.0
IN,2023-01-01 12:00:00,0.0
IN,2023-01-01 13:00:00,0.0
IN,2023-01-01 14:00:00,0.0
IN,2023-01-01 15:00:00,0.0
IN,2023-01-01 16:00:00,0.0
IN,2023-01-01 17:00:00,0.0
IN,2023-01-01 18:00:00,0.0
IN,2023-01-01 19:00:00,0.0
IN,2023-01-01 20:00:00,0.0
IN,2023-01-01 21:00:00,0.0
IN,2023-01-01 22:00:00,0.0
IN,2023-01-01 23:00:00,0.0
KS,2023-01-01 00:00:00,0.0
KS,2023-01-01 01:00:00,0.0
KS,2023-01-01 02:00:00,0.0
KS,2023-01-01 03:00:00,0.0
KS,2023-01-01 04:00:00,0.0
KS,2023-01-01 05:00:00,0.0
KS,2023-01-01 06:00:00,0.0
KS,2023-01-01 07:00:00,0.0
KS,2023-01-01 08:00:00,0.0
KS,2023-01-01 09:00:00,0.0
KS,2023-01-01 10:00:00,0.0
KS,2023-01-01 11:00:00,0.0
KS,2023-01-01 12:00:00,0.0
KS,2023-01-01 13:00:00,0.0
KS,2023-01-01 14:00:00,0.0
KS,2023-01-01 15:00:00,0.0
KS,2023-01-01 16:00:00,0.0
KS,2023-01-01 17:00:00,0.0
KS,2023-01-01 18:00:00,0.0
KS,2023-01-01 19:00:00,0.0
KS,2023-01-01 20:00:00,0.0
KS,2023-01-01 21:00:00,0.0
KS,2023-01-01 22:00:00,0.0
KS,2023-01-01 23:00:00,0.0
KY,2023-01-01 00:00:00,0.0
KY,2023-01-01 01:00:00,0.0
KY,2023-01-01 02:00:00,0.0
KY,2023-01-01 03:00:00,0.0
KY,2023-01-01 04:00:00,0.0
KY,2023-01-01 05:00:00,0.0
KY,2023-01-01 06:00:00,0.0
KY,2023-01-01 07:00:00,0.0
KY,2023-01-01 08:00:00,0.0
KY,2023-01-01 09:00:00,0.0
KY,2023-01-01 10:00:00,0.0
KY,2023-01-01 11:00:00,0.0
KY,2023-01-01 12:00:00,0.0
KY,2023-01-01 13:00:00,0.0
KY,2023-01-01 14:00:00,0.0
KY,2023-01-01 15:00:00,0.0
KY,2023-01-01 16:00:00,0.0
KY,2023-01-01 17:00:00,0.0
KY,2023-01-01 18:00:00,0.0
KY,2023-01-01 19:00:00,0.0
KY,2023-01-01 20:00:00,0.0
KY,2023-01-01 21:00:00,0.0
KY,2023-01-01 22:00:00,0.0
KY,2023-01-01 23:00:00,0.0
LA,2023-01-01 00:00:00,0.0
LA,2023-01-01 01:00:00,0.0
LA,2023-01-01 02:00:00,0.0
LA,2023-01-01 03:00:00,0.0
LA,2023-01-01 04:00:00,0.0
LA,2023-01-01 05:00:00,0.0
LA,2023-01-01 06:00:00,0.0
LA,2023-01-01 07:00:00,0.0
LA,2023-01-01 08:00:00,0.0
LA,2023-01-01 09:00:00,0.0
LA,2023-01-01 10:00:00,0.0
LA,2023-01-01 11:00:00,0.0
LA,2023-01-01 12:00:00,0.0
LA,2023-01-01 13:00:00,0.0
LA,2023-01-01 14:00:00,0.0
LA,2023-01-01 15:00:00,0.0
LA,2023-01-01 16:00:00,0.0
LA,2023-01-01 17:00:00,0.0
LA,2023-01-01 18:00:00,0.0
LA,2023-01-01 19:00:00,0.0
LA,2023-01-01 20:00:00,0.0
LA,2023-01-01 21:00:00,0.0
LA,2023-01-01 22:00:00,0.0
LA,2023-01-01 23:00:00,0.0
MA,2023-01-01 00:00:00,0.0
MA,2023-01-01 01:00:00,0.0
MA,2023-01-01 02:00:00,0.0
MA,2023-01-01 03:00:00,0.0
MA,2023-01-01 04:00:00,0.0
MA,2023-01-01 05:00:00,0.0
MA,2023-01-01 06:00:00,0.0
MA,2023-01-01 07:00:00,0.0
MA,2023-01-01 08:00:00,0.0
MA,2023-01-01 09:00:00,0.0
MA,2023-01-01 10:00:00,0.0
MA,2023-01-01 11:00:00,0.0
MA,2023-01-01 12:00:00,0.0
MA,2023-01-01 13:00:00,0.0
MA,2023-01-01 14:00:00,0.0
MA,2023-01-01 15:00:00,0.0
MA,2023-01-01 16:00:00,0.0
MA,2023-01-01 17:00:00,0.0
MA,2023-01-01 18:00:00,0.0
MA,2023-01-01 19:00:00,0.0
MA,2023-01-01 20:00:00,0.0
MA,2023-01-01 21:00:00,0.0
MA,2023-01-01 22:00:00,0.0
MA,2023-01-01 23:00:00,0.0
MD,2023-01-01 00:00:00,0.0
MD,2023-01-01 01:00:00,0.0
MD,2023-01-01 02:00:00,0.0
MD,2023-01-01 03:00:00,0.0
MD,2023-01-01 04:00:00,0.0
MD,2023-01-01 05:00:00,0.0
MD,2023-01-01 06:00:00,0.0
MD,2023-01-01 07:00:00,0.0
MD,2023-01-01 08:00:00,0.0
MD,2023-01-01 09:00:00,0.0
MD,2023-01-01 10:00:00,0.0
MD,2023-01-01 11:00:00,0.0
MD,2023-01-01 12:00:00,0.0
MD,2023-01-01 13:00:00,0.0
MD,2023-01-01 14:00:00,0.0
MD,2023-01-01 15:00:00,0.0
MD,2023-01-01 16:00:00,0.0
MD,2023-01-01 17:00:00,0.0
MD,2023-01-01 18:00:00,0.0
MD,2023-01-01 19:00:00,0.0
MD,2023-01-01 20:00:00,0.0
MD,2023-01-01 21:00:00,0.0
MD,2023-01-01 22:00:00,0.0
MD,2023-01-01 23:00:00,0.0
ME,2023-01-01 00:00:00,0.0
ME,2023-01-01 01:00:00,0.0
ME,2023-01-01 02:00:00,0.0
ME,2023-01-01 03:00:00,0.0
ME,2023-01-01 04:00:00,0.0
ME,2023-01-01 05:00:00,0.0
ME,2023-01-01 06:00:00,0.0
ME,2023-01-01 07:00:00,0.0
ME,2023-01-01 08:00:00,0.0
ME,2023-01-01 09:00:00,0.0
ME,2023-01-01 10:00:00,0.0
ME,2023-01-01 11:00:00,0.0
ME,2023-01-01 12:00:00,0.0
ME,2023-01-01 13:00:00,0.0
ME,2023-01-01 14:00:00,0.0
ME,2023-01-01 15:00:00,0.0
ME,2023-01-01 16:00:00,0.0
ME,2023-01-01 17:00:00,0.0
ME,2023-01-01 18:00:00,0.0
ME,2023-01-01 19:00:00,0.0
ME,2023-01-01 20:00:00,0.0
ME,2023-01-01 21:00:00,0.0
ME,2023-01-01 22:00:00,0.0
ME,2023-01-01 23:00:00,0.0
MI,2023-01-01 00:00:00,0.0
MI,2023-01-01 01:00:00,0.0
MI,2023-01-01 02:00:00,0.0
MI,2023-01-01 03:00:00,0.0
MI,2023-01-01 04:00:00,0.0
MI,2023-01-01 05:00:00,0.0
MI,2023-01-01 06:00:00,0.0
MI,2023-01-01 07:00:00,0.0
MI,2023-01-01 08:00:00,0.0
MI,2023-01-01 09:00:00,0.0
MI,2023-01-01 10:00:00,0.0
MI,2023-01-01 11:00:00,0.0
MI,2023-01-01 12:00:00,0.0
MI,2023-01-01 13:00:00,0.0
MI,2023-01-01 14:00:00,0.0
MI,2023-01-01 15:00:00,0.0
MI,2023-01-01 16:00:00,0.0
MI,2023-01-01 17:00:00,0.0
MI,2023-01-01 18:00:00,0.0
MI,2023-01-01 19:00:00,0.0
MI,2023-01-01 20:00:00,0.0
MI,2023-01-01 21:00:00,0.0
MI,2023-01-01 22:00:00,0.0
MI,2023-01-01 23:00:00,0.0
MN,2023-01-01 00:00:00,0.0
MN,2023-01-01 01:00:00,0.0
MN,2023-01-01 02:00:00,0.0
MN,2023-01-01 03:00:00,0.0
MN,2023-01-01 04:00:00,0.0
MN,2023-01-01 05:00:00,0.0
MN,2023-01-01 06:00:00,0.0
MN,2023-01-01 07:00:00,0.0
MN,2023-01-01 08:00:00,0.0
MN,2023-01-01 09:00:00,0.0
MN,2023-01-01 10:00:00,0.0
MN,2023-01-01 11:00:00,0.0
MN,2023-01-01 12:00:00,0.0
MN,2023-01-01 13:00:00,0.0
MN,2023-01-01 14:00:00,0.0
MN,2023-01-01 15:00:00,0.0
MN,2023-01-01 16:00:00,0.0
MN,2023-01-01 17:00:00,0.0
MN,2023-01-01 18:00:00,0.0
MN,2023-01-01 19:00:00,0.0
MN,2023-01-01 20:00:00,0.0
MN,2023-01-01 21:00:00,0.0
MN,2023-01-01 22:00:00,0.0
MN,2023-01-01 23:00:00,0.0
MO,2023-01-01 00:00:00,0.0
MO,2023-01-01 01:00:00,0.0
MO,2023-01-01 02:00:00,0.0
MO,2023-01-01 03:00:00,0.0
MO,2023-01-01 04:00:00,0.0
MO,2023-01-01 05:00:00,0.0
MO,2023-01-01 06:00:00,0.0
MO,2023-01-01 07:00:00,0.0
MO,2023-01-01 08:00:00,0.0
MO,2023-01-01 09:00:00,0.0
MO,2023-01-01 10:00:00,0.0
MO,2023-01-01 11:00:00,0.0
MO,2023-01-01 12:00:00,0.0
MO,2023-01-01 13:00:00,0.0
MO,2023-01-01 14:00:00,0.0
MO,2023-01-01 15:00:00,0.0
MO,2023-01-01 16:00:00,0.0
MO,2023-01-01 17:00:00,0.0
MO,2023-01-01 18:00:00,0.0
MO,2023-01-01 19:00:00,0.0
MO,2023-01-01 20:00:00,0.0
MO,2023-01-01 21:00:00,0.0
MO,2023-01-01 22:00:00,0.0
MO,2023-01-01 23:00:00,0.0
MS,2023-01-01 00:00:00,0.0
MS,2023-01-01 01:00:00,0.0
MS,2023-01-01 02:00:00,0.0
MS,2023-01-01 03:00:00,0.0
MS,2023-01-01 04:00:00,0.0
MS,2023-01-01 05:00:00,0.0
MS,2023-01-01 06:00:00,0.0
MS,2023-01-01 07:00:00,0.0
MS,2023-01-01 08:00:00,0.0
MS,2023-01-01 09:00:00,0.0
MS,2023-01-01 10:00:00,0.0
MS,2023-01-01 11:00:00,0.0
MS,2023-01-01 12:00:00,0.0
MS,2023-01-01 13:00:00,0.0
MS,2023-01-01 14:00:00,0.0
MS,2023-01-01 15:00:00,0.0
MS,2023-01-01 16:00:00,0.0
MS,2023-01-01 17:00:00,0.0
MS,2023-01-01 18:00:00,0.0
MS,2023-01-01 19:00:00,0.0
MS,2023-01-01 20:00:00,0.0
MS,2023-01-01 21:00:00,0.0
MS,2023-01-01 22:00:00,0.0
MS,2023-01-01 23:00:00,0.0
MT,2023-01-01 00:00:00,0.0
MT,2023-01-01 01:00:00,0.0
MT,2023-01-01 02:00:00,0.0
MT,2023-01-01 03:00:00,0.0
MT,2023-01-01 04:00:00,0.0
MT,2023-01-01 05:00:00,0.0
MT,2023-01-01 06:00:00,0.0
MT,2023-01-01 07:00:00,0.0
MT,2023-01-01 08:00:00,0.0
MT,2023-01-01 09:00:00,0.0
MT,2023-01-01 10:00:00,0.0
MT,2023-01-01 11:00:00,0.0
MT,2023-01-01 12:00:00,0.0
MT,2023-01-01 13:00:00,0.0
MT,2023-01-01 14:00:00,0.0
MT,2023-01-01 15:00:00,0.0
MT,2023-01-01 16:00:00,0.0
MT,2023-01-01 17:00:00,0.0
MT,2023-01-01 18:00:00,0.0
MT,2023-01-01 19:00:00,0.0
MT,2023-01-01 20:00:00,0.0
MT,2023-01-01 21:00:00,0.0
MT,2023-01-01 22:00:00,0.0
MT,2023-01-01 23:00:00,0.0
NC,2023-01-01 00:00:00,1.5
NC,2023-01-01 01:00:00,1.5
NC,2023-01-01 02:00:00,1.5
NC,2023-01-01 03:00:00,1.5
NC,2023-01-01 04:00:00,1.5
NC,2023-01-01 05:00:00,1.5
NC,2023-01-01 06:00:00,1.5
NC,2023-01-01 07:00:00,1.5
NC,2023-01-01 08:00:00,1.5
NC,2023-01-01 09:00:00,1.5
NC,2023-01-01 10:00:00,1.5
NC,2023-01-01 11:00:00,1.5
NC,2023-01-01 12:00:00,1.5
NC,2023-01-01 13:00:00,1.5
NC,2023-01-01 14:00:00,1.5
NC,2023-01-01 15:00:00,1.5
NC,2023-01-01 16:00:00,1.5
NC,2023-01-01 17:00:00,1.5
NC,2023-01-01 18:00:00,1.5
NC,2023-01-01 19:00:00,1.5
NC,2023-01-01 20:00:00,1.5
NC,2023-01-01 21:00:00,1.5
NC,2023-01-01 22:00:00,1.5
NC,2023-01-01 23:00:00,1.5
ND,2023-01-01 00:00:00,0.0
ND,2023-01-01 01:00:00,0.0
ND,2023-01-01 02:00:00,0.0
ND,2023-01-01 03:00:00,0.0
ND,2023-01-01 04:00:00,0.0
ND,2023-01-01 05:00:00,0.0
ND,2023-01-01 06:00:00,0.0
ND,2023-01-01 07:00:00,0.0
ND,2023-01-01 08:00:00,0.0
ND,2023-01-01 09:00:00,0.0
ND,2023-01-01 10:00:00,0.0
ND,2023-01-01 11:00:00,0.0
ND,2023-01-01 12:00:00,0.0
ND,2023-01-01 13:00:00,0.0
ND,2023-01-01 14:00:00,0.0
ND,2023-01-01 15:00:00,0.0
ND,2023-01-01 16:00:00,0.0
ND,2023-01-01 17:00:00,0.0
ND,2023-01-01 18:00:00,0.0
ND,2023-01-01 19:00:00,0.0
ND,2023-01-01 20:00:00,0.0
ND,2023-01-01 21:00:00,0.0
ND,2023-01-01 22:00:00,0.0
ND,2023-01-01 23:00:00,0.0
NE,2023-01-01 00:00:00,0.0
NE,2023-01-01 01:00:00,0.0
NE,2023-01-01 02:00:00,0.0
NE,2023-01-01 03:00:00,0.0
NE,2023-01-01 04:00:00,0.0
NE,2023-01-01 05:00:00,0.0
NE,2023-01-01 06:00:00,0.0
NE,2023-01-01 07:00:00,0.0
NE,2023-01-01 08:00:00,0.0
NE,2023-01-01 09:00:00,0.0
NE,2023-01-01 10:00:00,0.0
NE,2023-01-01 11:00:00,0.0
NE,2023-01-01 12:00:00,0.0
NE,2023-01-01 13:00:00,0.0
NE,2023-01-01 14:00:00,0.0
NE,2023-01-01 15:00:00,0.0
NE,2023-01-01 16:00:00,0.0
NE,2023-01-01 17:00:00,0.0
NE,2023-01-01 18:00:00,0.0
NE,2023-01-01 19:00:00,0.0
NE,2023-01-01 20:00:00,0.0
NE,2023-01-01 21:00:00,0.0
NE,2023-01-01 22:00:00,0.0
NE,2023-01-01 23:00:00,0.0
